Fecha,SKU,Categoria,Material,Costo_Adquisicion,Precio_Venta,Cantidad,Cliente,Ciudad
2025-08-06,PUL-ACE-2379,Pulseras,Acero con Baño PVD,40.89,95.7,1,Agustín Villena Ángel,Cádiz
2026-02-03,PEN-ACE-5289,Pendientes,Acero con Baño PVD,19.5,48.28,1,Porfirio Nicolás Palomares Beltrán,Valladolid
2025-10-01,ANI-ACE-2331,Anillos,Acero 316L,43.58,108.41,1,Ramiro de Conesa,Huesca
2025-09-20,ANI-PLA-5929,Anillos,Plata 925,31.53,66.72,1,Abilio Bonilla-Rosado,Valladolid
2025-12-04,PEN-ACE-5284,Pendientes,Acero con Baño PVD,20.26,46.02,4,Román Dalmau Cañas,Murcia
2026-04-17,COL-ACE-3050,Collares,Acero 316L,37.25,88.28,1,Beatriz Blanes Gual,Alicante
2025-11-26,COL-PLA-6840,Collares,Plata 925,26.26,64.72,2,Marisa Romeu Domínguez,Lleida
2026-05-28,PUL-ACE-4620,Pulseras,Acero 316L,30.6,70.19,1,Amílcar Zabala Cervera,Cáceres
2025-08-21,COL-PLA-8720,Collares,Plata 925,26.54,48.61,2,Roberto de Roig,Toledo
2026-02-16,ANI-ACE-1056,Anillos,Acero 316L,15.48,28.65,1,Albina Menendez Rozas,Teruel
2025-11-01,ANI-ACE-5009,Anillos,Acero con Baño PVD,42.87,102.83,3,Cornelio de Canals,Asturias
2025-06-10,ANI-ACE-7776,Anillos,Acero 316L,37.79,67.94,1,Juan José Calvet Valero,Las Palmas
2026-05-18,ANI-ACE-2011,Anillos,Acero 316L,28.27,51.0,1,Adelaida Ximena Cerezo Fabregat,Valladolid
2025-08-18,COL-PLA-5041,Collares,Plata 925,20.56,46.0,5,Paola Miralles Andrade,Tarragona
2025-11-04,PEN-ACE-2513,Pendientes,Acero con Baño PVD,44.4,104.97,1,Natalio Valera Rodriguez,Lleida
2026-02-11,COL-PLA-4945,Collares,Plata 925,29.38,76.18,1,Primitivo Echevarría Anglada,Madrid
2026-02-26,ANI-ACE-6374,Anillos,Acero 316L,23.76,43.45,1,Isaura Márquez,Almería
2025-07-10,COL-PLA-8588,Collares,Plata 925,27.73,70.23,1,Zaira Arrieta-Figueroa,Toledo
2026-05-19,PUL-ACE-9206,Pulseras,Acero con Baño PVD,21.59,58.4,2,Chema Echeverría Céspedes,Toledo
2025-07-29,COL-PLA-7483,Collares,Plata 925,22.79,55.15,1,Florencia Borrego-Alberto,Zamora
2025-06-23,COL-PLA-3277,Collares,Plata 925,41.6,118.38,2,Ariadna del Ferreras,Melilla
2026-02-16,PUL-ACE-6827,Pulseras,Acero con Baño PVD,43.5,130.21,2,Tecla Cortes Herranz,Las Palmas
2026-03-28,PUL-PLA-2535,Pulseras,Plata 925,17.6,39.84,1,Daniela Rubio,Baleares
2025-11-20,PUL-ACE-2979,Pulseras,Acero 316L,32.51,92.19,1,Lisandro Torrijos Chaves,Cuenca
2025-07-02,COL-ACE-1809,Collares,Acero 316L,33.72,85.47,2,Marino Castejón Chacón,Madrid
2025-07-06,PEN-ACE-8516,Pendientes,Acero 316L,26.4,65.79,1,María Rivas-Barco,Cádiz
2025-11-25,ANI-PLA-9890,Anillos,Plata 925,42.52,116.17,1,Lope Tormo Ávila,Jaén
2025-07-19,PEN-PLA-1186,Pendientes,Plata 925,19.98,51.32,1,Gabriela Sanz,Álava
2025-08-13,COL-ACE-2448,Collares,Acero con Baño PVD,15.91,45.75,1,Sigfrido Falcón Soria,Barcelona
2025-10-16,PEN-ACE-3328,Pendientes,Acero con Baño PVD,16.95,40.02,2,Joan Amores,Ourense
2026-05-29,COL-PLA-8925,Collares,Plata 925,27.71,69.12,1,Olivia de Ródenas,Jaén
2025-12-13,PEN-ACE-7762,Pendientes,Acero 316L,21.16,44.18,1,Jose Antonio Farré Jódar,Castellón
2025-12-21,COL-ACE-3675,Collares,Acero con Baño PVD,19.22,47.0,1,Agapito Manzano Caballero,Navarra
2025-07-15,PEN-ACE-3014,Pendientes,Acero con Baño PVD,19.58,43.66,1,Purificación Bilbao Melero,Granada
2026-05-16,ANI-ACE-6659,Anillos,Acero con Baño PVD,18.22,42.22,5,Esperanza Murillo-Pol,Guipúzcoa
2026-05-08,PUL-ACE-5137,Pulseras,Acero con Baño PVD,15.44,36.68,4,Olimpia del Izaguirre,Vizcaya
2025-09-11,PUL-PLA-5952,Pulseras,Plata 925,23.98,55.18,1,Blanca Izquierdo Sánchez,Cantabria
2026-01-18,COL-ACE-9599,Collares,Acero 316L,33.91,54.58,1,Florinda Natividad Quintana Gaya,Cádiz
2025-10-15,ANI-ACE-2477,Anillos,Acero 316L,19.92,40.05,1,Jacinta Ibarra Goñi,Valladolid
2026-02-27,PUL-ACE-4562,Pulseras,Acero 316L,25.47,38.95,4,Victor Manuel Hervás-Perea,Albacete
2025-09-22,COL-PLA-3425,Collares,Plata 925,22.77,39.93,2,René Iñiguez Lladó,Sevilla
2025-11-15,ANI-ACE-5354,Anillos,Acero con Baño PVD,29.97,47.22,2,Roldán Pascual Mendoza,Valladolid
2025-10-16,COL-ACE-1782,Collares,Acero 316L,20.94,40.73,2,Jose Manuel de Melero,Ceuta
2025-11-27,PUL-ACE-8651,Pulseras,Acero 316L,32.02,85.27,1,Josep Marqués,Teruel
2026-03-27,PUL-PLA-8436,Pulseras,Plata 925,15.29,45.28,2,Tomás Caro Andres,Santa Cruz de Tenerife
2025-06-12,COL-ACE-1746,Collares,Acero con Baño PVD,38.77,91.72,1,Heraclio Jose Luis Baeza Royo,Segovia
2026-03-10,ANI-ACE-5584,Anillos,Acero 316L,26.53,66.05,1,Nilo Montserrat Palacios,Guipúzcoa
2026-04-17,PEN-PLA-5389,Pendientes,Plata 925,27.13,65.95,1,Isabel de Expósito,Cáceres
2026-05-07,COL-ACE-4320,Collares,Acero con Baño PVD,38.27,106.69,1,Rosalía Gallardo Ríos,Segovia
2025-09-21,PEN-ACE-1861,Pendientes,Acero 316L,24.37,52.87,1,Bibiana Capdevila Carranza,Castellón
2025-08-14,ANI-PLA-6720,Anillos,Plata 925,17.36,30.26,4,Ainoa Inmaculada Luz Rincón,Jaén
2025-06-04,COL-ACE-5091,Collares,Acero con Baño PVD,33.99,100.7,1,Clementina de Patiño,Sevilla
2026-01-03,PEN-ACE-8924,Pendientes,Acero con Baño PVD,31.43,67.35,2,Elisa Pacheco Rojas,Vizcaya
2026-03-03,PEN-PLA-3681,Pendientes,Plata 925,26.36,58.89,4,Calixta Abascal Garzón,Ávila
2026-05-25,PUL-PLA-6651,Pulseras,Plata 925,23.52,40.74,1,Heliodoro Campillo Valbuena,Badajoz
2025-10-17,ANI-ACE-3338,Anillos,Acero 316L,38.25,75.59,1,José Crespi-Ariza,Ciudad
2026-02-15,PEN-ACE-1156,Pendientes,Acero 316L,35.45,104.76,2,Isaías Zabaleta Verdú,Navarra
2025-10-03,PUL-ACE-6846,Pulseras,Acero con Baño PVD,38.34,75.79,3,Miriam Viña Angulo,Barcelona
2025-08-14,PUL-ACE-4708,Pulseras,Acero 316L,27.96,66.55,2,Isa Márquez Barros,Vizcaya
2025-07-08,PEN-ACE-8263,Pendientes,Acero 316L,38.95,107.14,1,Marcos Duarte-Manjón,Huelva
2026-01-16,COL-ACE-5814,Collares,Acero 316L,30.6,76.14,1,Brígida Paula Grande Campos,Guadalajara
2025-09-15,ANI-ACE-6476,Anillos,Acero 316L,38.82,108.34,3,Maura Fortuny Bustos,La Rioja
2025-07-24,PEN-PLA-7838,Pendientes,Plata 925,25.81,67.6,1,Jesús Barco,La Coruña
2026-01-14,COL-ACE-5508,Collares,Acero con Baño PVD,26.17,47.3,2,Onofre Granados,Cuenca
2025-09-23,PEN-PLA-5476,Pendientes,Plata 925,21.32,50.99,1,Chema Puga Abella,Burgos
2025-09-02,PEN-ACE-5373,Pendientes,Acero 316L,33.21,85.53,1,Aarón Guerrero,Cádiz
2026-02-16,PEN-PLA-8772,Pendientes,Plata 925,26.15,57.47,3,Maricela de Osuna,Huelva
2026-04-20,PUL-PLA-4925,Pulseras,Plata 925,30.64,84.39,2,Jerónimo Tadeo Muñoz Macías,Ávila
2026-05-23,PEN-ACE-3991,Pendientes,Acero con Baño PVD,17.78,35.8,2,Soledad Sáez Saavedra,Teruel
2025-06-17,PEN-ACE-6704,Pendientes,Acero con Baño PVD,21.29,62.22,1,José Cabañas Paniagua,Valladolid
2026-05-26,PUL-ACE-2492,Pulseras,Acero 316L,41.36,65.72,1,Eliana Segovia,Palencia
2025-08-21,PUL-ACE-7613,Pulseras,Acero 316L,43.85,99.23,1,Pía Fuster Pastor,Barcelona
2026-01-30,COL-ACE-8543,Collares,Acero 316L,40.02,110.32,3,Galo Ferrando-Estévez,Lugo
2025-08-12,PEN-PLA-8885,Pendientes,Plata 925,32.0,53.34,1,Feliciano de Vázquez,Las Palmas
2025-09-27,COL-ACE-8593,Collares,Acero con Baño PVD,39.06,94.51,2,Sarita Luján Mármol,Lugo
2026-03-03,ANI-ACE-4619,Anillos,Acero 316L,17.94,27.09,1,Apolonia del Cadenas,Burgos
2026-05-16,COL-PLA-9427,Collares,Plata 925,31.17,55.98,1,Rubén Lozano Luís,Sevilla
2025-07-05,ANI-PLA-9944,Anillos,Plata 925,16.26,40.45,3,Francisco Javier Huguet Marcos,Zaragoza
2025-10-28,ANI-PLA-5755,Anillos,Plata 925,41.04,71.44,1,Chus de Aragón,Badajoz
2025-12-05,ANI-ACE-3527,Anillos,Acero con Baño PVD,39.51,86.04,1,Teodoro Atilio Verdugo Frías,Cuenca
2025-12-22,ANI-ACE-3021,Anillos,Acero con Baño PVD,44.37,88.62,2,Elena Murillo Lucena,Huesca
2025-07-22,PEN-ACE-3129,Pendientes,Acero con Baño PVD,34.68,101.11,1,Sara Teruel Peralta,Tarragona
2026-03-08,COL-ACE-5237,Collares,Acero 316L,22.98,68.01,1,Cesar de Arribas,Murcia
2025-06-22,COL-ACE-3411,Collares,Acero 316L,43.12,127.05,1,Saturnina Valcárcel Bayona,Lleida
2025-06-21,PEN-PLA-4787,Pendientes,Plata 925,29.66,51.82,1,Almudena Borrego,Madrid
2025-12-06,ANI-ACE-3669,Anillos,Acero con Baño PVD,39.47,115.64,1,Toribio Ponce Belda,Alicante
2026-01-23,COL-ACE-9826,Collares,Acero con Baño PVD,26.19,55.37,1,Francisco Jose Vilar,Lleida
2025-12-11,PUL-ACE-6962,Pulseras,Acero 316L,19.84,38.44,2,María del Arnau,Tarragona
2026-03-26,COL-ACE-6065,Collares,Acero con Baño PVD,34.02,62.21,1,Epifanio Palacio Roldan,Murcia
2026-01-24,COL-PLA-8710,Collares,Plata 925,34.52,78.51,1,Adelina Salinas Marin,Valencia
2026-02-07,PEN-PLA-8056,Pendientes,Plata 925,31.13,51.41,1,Emiliana Esparza Palomar,Ceuta
2025-07-25,COL-ACE-4583,Collares,Acero 316L,15.02,34.55,1,Pepita Guillén,Navarra
2025-06-24,PUL-ACE-8366,Pulseras,Acero con Baño PVD,36.1,63.68,1,Emperatriz Alonso Plana,Lugo
2026-05-05,COL-ACE-5513,Collares,Acero con Baño PVD,38.74,105.86,2,Josué Eric Ferrero Vázquez,Cáceres
2025-07-06,COL-ACE-7675,Collares,Acero con Baño PVD,42.69,96.92,2,Quirino Carrión Montalbán,Cáceres
2025-07-20,PEN-ACE-7086,Pendientes,Acero 316L,41.42,115.81,1,Osvaldo Maza Alcalde,La Rioja
2026-02-02,ANI-ACE-2659,Anillos,Acero 316L,34.67,73.4,1,Federico Gelabert-Mosquera,León
2025-11-25,COL-ACE-2451,Collares,Acero 316L,38.29,102.79,1,José Velázquez Mendizábal,Lugo
2025-06-17,PUL-ACE-7659,Pulseras,Acero con Baño PVD,36.37,84.95,1,Rico Lucena,Zamora
2025-12-14,PEN-PLA-6895,Pendientes,Plata 925,35.5,80.76,1,Rosalva de Dueñas,Santa Cruz de Tenerife
2025-07-19,PEN-PLA-2641,Pendientes,Plata 925,36.67,81.02,1,Juana Cisneros-Espada,Lugo
2025-11-25,PUL-ACE-5308,Pulseras,Acero con Baño PVD,40.94,114.8,1,Ildefonso Ayllón Collado,Valladolid
2025-09-13,PUL-ACE-4868,Pulseras,Acero con Baño PVD,19.45,55.8,1,Aarón Abellán Sebastián,Ourense
2026-03-11,COL-ACE-3145,Collares,Acero con Baño PVD,22.37,36.86,1,Macaria Martí Abascal,La Rioja
2025-07-29,COL-ACE-4641,Collares,Acero 316L,28.45,61.61,1,Trini Casals Cortés,Albacete
2026-01-28,ANI-PLA-1611,Anillos,Plata 925,25.58,44.19,1,Valerio Jiménez Roldán,Las Palmas
2025-08-02,COL-PLA-5728,Collares,Plata 925,30.97,70.08,1,Severino Cañellas Rivera,Almería
2026-01-21,PUL-PLA-3750,Pulseras,Plata 925,35.81,81.94,1,Sebastián Cuadrado Camacho,Jaén
2025-11-20,COL-ACE-3890,Collares,Acero con Baño PVD,38.15,96.46,2,Antonia Malo Soler,Almería
2025-07-06,COL-PLA-5326,Collares,Plata 925,39.08,94.67,3,Pacífica Villalobos Villena,La Coruña
2026-03-22,PUL-ACE-9420,Pulseras,Acero con Baño PVD,23.51,56.61,1,Candelaria Yuste Costa,Melilla
2025-11-09,PEN-PLA-7150,Pendientes,Plata 925,43.73,84.5,3,Isabel Delgado,Pontevedra
2026-02-10,ANI-PLA-1732,Anillos,Plata 925,16.22,34.71,1,Georgina Niño García,Zaragoza
2025-11-04,ANI-ACE-4863,Anillos,Acero con Baño PVD,15.67,31.5,1,Reyes Mora Gras,Guadalajara
2026-01-10,ANI-ACE-8426,Anillos,Acero 316L,30.63,72.64,2,Rosa María Amat-Pérez,Cádiz
2025-10-24,COL-PLA-2786,Collares,Plata 925,18.36,30.37,1,Asunción Ros Nieto,Barcelona
2025-06-05,PEN-ACE-5734,Pendientes,Acero 316L,33.92,82.16,1,Paloma Pintor-Fortuny,Santa Cruz de Tenerife
2026-05-16,ANI-PLA-1862,Anillos,Plata 925,40.79,91.44,1,Carlota de Alfaro,Huelva
2026-02-03,COL-PLA-4344,Collares,Plata 925,42.34,97.42,3,Juan Carlos Azcona Arias,Santa Cruz de Tenerife
2025-07-21,PEN-ACE-4884,Pendientes,Acero con Baño PVD,21.69,38.07,1,Silvia Cadenas Milla,Madrid
2025-10-22,PEN-PLA-6317,Pendientes,Plata 925,16.04,47.39,1,Lalo Borja Portero Riera,Ciudad
2025-12-08,ANI-ACE-7808,Anillos,Acero con Baño PVD,23.6,60.3,1,Pastora Arellano Ródenas,Ceuta
2026-03-01,PEN-ACE-2161,Pendientes,Acero con Baño PVD,16.03,43.02,1,Irma de Borrell,Cádiz
2026-03-08,PEN-PLA-1958,Pendientes,Plata 925,31.39,52.71,1,Marcela Torrent Llobet,Huelva
2026-03-28,COL-ACE-4300,Collares,Acero con Baño PVD,15.8,26.38,1,Jerónimo Palomo Barrera,Tarragona
2026-05-17,PEN-PLA-7460,Pendientes,Plata 925,23.53,49.09,4,Esperanza Cañellas-Jaume,Castellón
2026-03-13,ANI-PLA-9986,Anillos,Plata 925,42.04,77.79,2,Blas Zapata Sobrino,Girona
2025-08-28,PEN-ACE-4751,Pendientes,Acero con Baño PVD,26.58,68.0,1,Camilo Benjamín Maldonado Ruiz,Pontevedra
2025-08-02,PUL-ACE-6878,Pulseras,Acero con Baño PVD,24.98,69.09,3,Ale Collado Saez,Zaragoza
2026-02-03,COL-ACE-3032,Collares,Acero con Baño PVD,29.15,61.41,2,Maximiano Santiago Vara Chaparro,Salamanca
2026-05-11,COL-ACE-1767,Collares,Acero con Baño PVD,26.03,66.18,2,Eladio Acedo,Baleares
2026-02-27,PUL-ACE-3618,Pulseras,Acero 316L,16.84,39.48,1,Alicia Borrell Mateu,Segovia
2025-09-24,PEN-PLA-4932,Pendientes,Plata 925,15.37,35.41,1,Marcelino Hermenegildo Romeu Antón,Toledo
2026-01-28,ANI-ACE-5363,Anillos,Acero 316L,36.94,106.61,2,Jenny Valdés-Navarro,Badajoz
2026-03-28,ANI-PLA-8062,Anillos,Plata 925,24.65,44.14,3,Reyes Collado-Bolaños,Álava
2025-09-28,COL-PLA-3524,Collares,Plata 925,18.34,48.95,1,Emilia Solís Bermudez,Palencia
2026-03-04,PUL-ACE-2779,Pulseras,Acero 316L,42.13,108.2,1,Merche Carrera Escrivá,Castellón
2025-07-12,ANI-ACE-1440,Anillos,Acero con Baño PVD,24.41,53.31,1,Pelayo Carbajo Pelayo,Guipúzcoa
2026-02-08,ANI-PLA-4963,Anillos,Plata 925,16.39,35.23,1,Vidal del Murcia,Ceuta
2025-11-20,ANI-ACE-9837,Anillos,Acero con Baño PVD,36.15,68.42,1,Ismael Rodrigo Solsona,Girona
2026-03-17,PEN-PLA-8719,Pendientes,Plata 925,22.8,53.15,1,Melisa de Arellano,Toledo
2026-03-03,PEN-ACE-9446,Pendientes,Acero con Baño PVD,16.7,25.15,1,Eloy Iriarte Uría,Álava
2025-07-13,COL-PLA-4028,Collares,Plata 925,43.77,107.29,2,Cecilia Flor Colom,Barcelona
2025-08-16,PUL-ACE-2788,Pulseras,Acero con Baño PVD,37.21,97.14,3,Rosaura Lladó Crespo,Melilla
2025-11-12,PUL-ACE-8691,Pulseras,Acero con Baño PVD,21.91,42.01,1,Cirino Juliá Martínez,Sevilla
2025-08-25,COL-PLA-7935,Collares,Plata 925,23.36,64.86,1,Ignacio Feijoo,Girona
2025-07-13,PUL-ACE-4460,Pulseras,Acero 316L,30.33,49.73,1,Benigna Acevedo Blanco,Granada
2025-11-25,PEN-ACE-4601,Pendientes,Acero con Baño PVD,34.27,65.09,1,Caridad Huertas Rivero,Melilla
2026-04-13,ANI-PLA-4022,Anillos,Plata 925,25.24,38.61,2,Hilario Carlito Oliva Rueda,Vizcaya
2026-04-01,PUL-PLA-8922,Pulseras,Plata 925,25.17,42.47,5,Tatiana Pili Palau Ortiz,Valencia
2025-08-08,PEN-PLA-9384,Pendientes,Plata 925,19.22,37.33,1,Almudena Hernandez Baró,Cuenca
2025-06-26,PEN-ACE-8612,Pendientes,Acero con Baño PVD,15.32,35.66,1,Guiomar Izaguirre Gargallo,Salamanca
2025-09-05,PUL-ACE-3464,Pulseras,Acero 316L,42.53,69.8,2,María del Arévalo,Álava
2025-10-25,PEN-ACE-2277,Pendientes,Acero con Baño PVD,17.02,34.44,1,Irene de Cepeda,Ourense
2026-02-23,PEN-PLA-9989,Pendientes,Plata 925,24.98,50.28,1,Gabriel del Agustín,Navarra
2026-03-24,ANI-ACE-5012,Anillos,Acero con Baño PVD,16.13,37.27,1,María José Gonzalo Roura,Ciudad
2025-10-31,COL-ACE-9984,Collares,Acero con Baño PVD,43.45,123.07,2,Trini Ródenas-Moles,Almería
2025-07-25,ANI-PLA-8123,Anillos,Plata 925,41.73,112.97,1,María Belén Arellano Pedrero,León
2025-11-25,COL-PLA-5581,Collares,Plata 925,23.86,69.52,1,Gabriela Vera-Rico,Jaén
2026-05-11,ANI-ACE-4964,Anillos,Acero 316L,16.43,46.93,1,Susana Girona Espejo,Huesca
2025-07-30,PEN-PLA-9645,Pendientes,Plata 925,15.87,39.3,1,Manuelita Alba Conesa,Almería
2025-06-11,PUL-PLA-3730,Pulseras,Plata 925,30.11,54.48,1,Samanta Alberto Pérez,Lugo
2026-02-21,ANI-PLA-8953,Anillos,Plata 925,17.23,30.93,3,Baudelio de Castelló,Baleares
2025-10-11,ANI-ACE-2225,Anillos,Acero con Baño PVD,20.28,33.95,1,Magdalena Garrido Berenguer,Córdoba
2025-10-16,PUL-ACE-4663,Pulseras,Acero con Baño PVD,24.92,69.08,1,Alcides Amador Córdoba,Cantabria
2026-02-22,COL-ACE-4419,Collares,Acero con Baño PVD,32.66,93.46,2,Marco Arranz Perales,Álava
2025-11-15,PUL-PLA-3586,Pulseras,Plata 925,17.97,35.81,4,Ani Arribas,La Rioja
2025-07-27,PUL-PLA-3121,Pulseras,Plata 925,18.04,39.49,3,Sosimo Aguilera-Cañete,Navarra
2025-11-03,PUL-PLA-9524,Pulseras,Plata 925,15.76,45.36,4,Josué Losa,Pontevedra
2025-07-08,ANI-PLA-1184,Anillos,Plata 925,21.96,42.24,2,Artemio del Lerma,Alicante
2026-01-09,ANI-ACE-5509,Anillos,Acero 316L,40.0,100.37,1,Eusebio Vara Ferrera,Tarragona
2025-06-21,PUL-PLA-1264,Pulseras,Plata 925,15.95,34.6,1,Evangelina Egea Sotelo,Ceuta
2025-07-29,COL-ACE-7718,Collares,Acero con Baño PVD,20.72,45.65,2,Alejandra Vilar Trujillo,Segovia
2026-04-02,COL-ACE-3473,Collares,Acero 316L,27.35,59.97,1,Donato Eloy Cardona Rebollo,Huelva
2026-03-14,PUL-PLA-5118,Pulseras,Plata 925,24.07,46.59,1,Ariadna Mur Baeza,Madrid
2025-12-25,PUL-PLA-3529,Pulseras,Plata 925,23.84,37.11,3,Angelino Dueñas Padilla,Barcelona
2026-05-15,PUL-ACE-3853,Pulseras,Acero 316L,22.44,61.58,2,Arsenio Girona Aguilera,Álava
2026-05-25,PUL-ACE-8236,Pulseras,Acero 316L,36.13,57.76,1,Mamen Isaura Ayala Calderón,Cáceres
2025-08-13,PEN-PLA-2689,Pendientes,Plata 925,34.51,96.59,3,Bienvenida Cabrero Alcázar,Guadalajara
2026-05-07,PEN-ACE-3563,Pendientes,Acero con Baño PVD,34.04,54.98,1,Merche Asenjo Gallardo,Zamora
2025-12-15,ANI-PLA-5709,Anillos,Plata 925,42.0,122.48,1,Elvira Barco,La Coruña
2025-06-05,PEN-ACE-9953,Pendientes,Acero con Baño PVD,15.01,36.47,2,Miguel Ferrándiz-Arenas,Ourense
2026-05-29,ANI-PLA-4888,Anillos,Plata 925,26.23,61.9,2,Ernesto Torres-Barbero,La Coruña
2026-05-10,COL-ACE-3701,Collares,Acero con Baño PVD,22.52,48.44,4,Lucas Carreras Abril,Sevilla
2025-11-06,ANI-ACE-4855,Anillos,Acero con Baño PVD,37.59,75.2,1,Basilio Chaparro Castejón,Barcelona
2025-09-25,ANI-ACE-6239,Anillos,Acero 316L,16.34,33.95,1,Candelario Mayol Navas,Teruel
2025-08-05,COL-ACE-4331,Collares,Acero 316L,43.42,93.34,1,Adoración del Elías,Pontevedra
2026-02-04,ANI-ACE-3542,Anillos,Acero 316L,41.88,123.25,4,Aurora Fabra Trillo,Burgos
2025-11-10,PUL-ACE-1251,Pulseras,Acero 316L,37.38,85.28,4,Modesta Cantón Ricart,Teruel
2026-04-23,ANI-ACE-9609,Anillos,Acero 316L,31.07,83.62,1,Consuela Arteaga Samper,Cáceres
2025-07-13,COL-PLA-1285,Collares,Plata 925,24.66,57.04,3,Brunilda Campillo Blasco,Huesca
2025-06-18,COL-PLA-7446,Collares,Plata 925,43.82,69.32,3,Milagros Ayllón,Alicante
2026-01-04,ANI-ACE-9937,Anillos,Acero 316L,31.14,83.35,3,Severino Comas Soriano,Melilla
2026-04-08,PUL-PLA-3402,Pulseras,Plata 925,40.32,112.25,1,Graciano Pinilla Carbajo,Baleares
2025-11-30,PEN-ACE-4302,Pendientes,Acero con Baño PVD,25.54,41.63,1,Olegario Baquero Barrio,Toledo
2025-08-23,PUL-ACE-5280,Pulseras,Acero 316L,31.53,90.95,1,Melisa Querol,Badajoz
2025-06-28,PUL-ACE-1051,Pulseras,Acero con Baño PVD,28.32,75.03,3,Jorge Barragán,Jaén
2025-08-30,PUL-ACE-3438,Pulseras,Acero con Baño PVD,33.36,50.39,1,Alba Parra Tovar,Segovia
2025-12-14,ANI-ACE-2235,Anillos,Acero 316L,31.44,92.76,1,Dora Molins Ortega,Asturias
2025-11-04,PUL-ACE-2390,Pulseras,Acero con Baño PVD,31.92,72.81,1,Emigdio Ribas Saldaña,Córdoba
2025-10-06,PEN-PLA-3872,Pendientes,Plata 925,31.66,78.09,1,María Jesús del Villalonga,Málaga
2025-11-03,COL-PLA-2858,Collares,Plata 925,24.87,68.14,1,Américo Zaragoza-Díaz,Castellón
2026-04-14,PUL-ACE-4872,Pulseras,Acero 316L,25.1,52.83,1,Ciro Plácido Sáenz Bonilla,Lleida
2026-01-23,PUL-ACE-4147,Pulseras,Acero con Baño PVD,36.24,95.83,1,Porfirio del Viña,Girona
2026-05-03,PUL-ACE-2182,Pulseras,Acero 316L,24.56,70.72,1,Edu Beltrán Castro,Huesca
2025-06-11,COL-ACE-6746,Collares,Acero 316L,23.68,57.87,3,Candelario Quero Viñas,Jaén
2026-01-17,COL-PLA-8341,Collares,Plata 925,22.84,35.56,1,Porfirio Esteban Sevillano,Lugo
2025-08-21,PEN-ACE-2223,Pendientes,Acero con Baño PVD,18.58,35.1,2,Glauco del Durán,Las Palmas
2025-11-18,PUL-PLA-7062,Pulseras,Plata 925,24.31,53.33,1,Norberto Cuenca Castrillo,Madrid
2026-04-12,ANI-ACE-6739,Anillos,Acero 316L,19.36,36.76,1,Marta Gabaldón Acero,Sevilla
2025-06-12,PEN-ACE-5054,Pendientes,Acero 316L,23.59,39.45,1,Dan Alberdi Rovira,Ceuta
2025-10-26,ANI-PLA-3773,Anillos,Plata 925,39.8,100.31,2,Aurelia de Pinilla,Girona
2025-07-26,ANI-ACE-8856,Anillos,Acero 316L,25.39,63.1,1,Águeda Carrillo Jiménez,Granada
2025-07-14,PUL-ACE-1146,Pulseras,Acero con Baño PVD,16.89,41.51,1,Prudencio Agustín-Arco,Soria
2026-03-15,PUL-ACE-8913,Pulseras,Acero 316L,34.64,71.61,3,Arsenio Alejo Cobos Nicolau,Guipúzcoa
2025-12-06,PEN-PLA-4644,Pendientes,Plata 925,17.61,28.68,1,Visitación Peñalver España,Huesca
2025-09-06,PUL-ACE-9691,Pulseras,Acero 316L,34.86,88.99,2,Lupe Salas-Acero,Guipúzcoa
2026-03-02,PUL-ACE-9728,Pulseras,Acero con Baño PVD,21.43,57.26,1,Candelas Julia Uría Tenorio,Castellón
2025-12-29,PUL-ACE-4692,Pulseras,Acero 316L,19.16,43.51,3,Jeremías Izaguirre-Benavent,Zaragoza
2025-07-13,ANI-PLA-1949,Anillos,Plata 925,32.18,60.51,1,Eladio Feliciano Verdú Borrego,Lugo
2025-09-23,PUL-ACE-8830,Pulseras,Acero con Baño PVD,44.57,103.96,1,Fidela Cabanillas-Mosquera,Valladolid
2026-01-22,PUL-ACE-1060,Pulseras,Acero con Baño PVD,21.9,52.61,1,Leandra del Rosell,Girona
2025-10-18,ANI-ACE-3350,Anillos,Acero 316L,43.13,66.02,3,Rafa Vázquez,Melilla
2026-02-23,COL-ACE-7787,Collares,Acero 316L,27.65,56.88,1,Nicolasa Jessica Gras Yuste,Guadalajara
2026-01-29,PEN-ACE-4153,Pendientes,Acero 316L,40.01,111.9,1,Miguel Ángel Anaya Murillo,Tarragona
2026-02-28,ANI-ACE-2498,Anillos,Acero 316L,24.87,46.09,1,Ruperto Mas Frutos,Barcelona
2025-08-18,PEN-ACE-1242,Pendientes,Acero con Baño PVD,22.0,39.12,1,Piedad Estela Chaparro Escribano,Cuenca
2025-10-17,ANI-PLA-9787,Anillos,Plata 925,30.46,70.13,1,Federico del Iborra,Murcia
2025-08-15,PUL-PLA-8593,Pulseras,Plata 925,26.41,53.84,2,Socorro Robledo Aragonés,Guadalajara
2025-08-09,PUL-ACE-1806,Pulseras,Acero 316L,15.21,39.36,1,Estefanía Cases Egea,Cantabria
2025-09-27,PEN-ACE-2821,Pendientes,Acero 316L,32.63,83.55,1,Gisela Benavente,Madrid
2026-02-17,COL-ACE-6154,Collares,Acero 316L,31.11,71.43,1,Luisa Felipa Gascón Pascual,Albacete
2026-02-07,COL-PLA-6012,Collares,Plata 925,38.7,63.23,1,Eligio Soria Nuñez,Guipúzcoa
2026-05-18,PUL-ACE-3101,Pulseras,Acero 316L,31.96,77.69,4,Epifanio Sancho Jordán,Málaga
